equity,drawdown
1445175.1318600322,0.00900744416873478
1438835.5134826037,0.00900744416873478
1441085.5134826037,0.00900744416873478
1442585.5134826037,0.00900744416873478
1445585.5134826037,0.00900744416873478
1446335.5134826037,0.00900744416873478
1447835.5134826037,0.00900744416873478
1448585.5134826037,0.00900744416873478
1449335.5134826037,0.00900744416873478
1450085.5134826037,0.00900744416873478
1450835.5134826037,0.00900744416873478
1445015.5134826037,0.00900744416873478
1445765.5134826037,0.00900744416873478
1446515.5134826037,0.00900744416873478
1440238.0134826037,0.00900744416873478
1433596.7634826037,0.00900744416873478
1425736.7634826035,0.00900744416873478
1417876.7634826032,0.00900744416873478
1628109.2634826028,0.00900744416873478
1838463.1697326037,0.00900744416873478
1839963.1697326037,0.00900744416873478
1832913.1697326037,0.00900744416873478
1824723.169732604,0.00900744416873478
1816600.6697326042,0.00900744416873478
1899399.357232604,0.00900744416873478
2106738.2634826032,0.00900744416873478
2108238.2634826032,0.00900744416873478
2101132.4411947923,0.00900744416873478
2088710.3218966452,0.00900744416873478
2090960.3218966452,0.00900744416873478
2093210.3218966452,0.00900744416873478
2096960.3218966452,0.00900744416873478
2084840.3218966448,0.00900744416873478
2079601.5718966445,0.00900744416873478
2069319.0075441918,0.00900744416873478
2073069.0075441918,0.00900744416873478
2076819.0075441918,0.00900744416873478
2067774.0075441913,0.00900744416873478
2068524.0075441913,0.00900744416873478
2069274.0075441913,0.00900744416873478
2061225.3254402603,0.00900744416873478
2103404.85669026,0.00900744416873478
2104154.85669026,0.00900744416873478
2104904.85669026,0.00900744416873478
2108654.85669026,0.00900744416873478
2112404.85669026,0.00900744416873478
2238731.3879402597,0.00900744416873478
2323167.325440259,0.00900744416873478
2323917.325440259,0.00900744416873478
2324667.325440259,0.00900744416873478
2325417.325440259,0.00900744416873478
2326167.325440259,0.00900744416873478
2320096.075440259,0.00900744416873478
2321596.075440259,0.00900744416873478
2322346.075440259,0.00900744416873478
2323846.075440259,0.00900744416873478
2326096.075440259,0.00900744416873478
2369927.669190259,0.00900744416873478
2457556.919190259,0.00900744416873478
